Sample ID,Community,pH,Temp,EC,TDS,Na+,K+,Mg2+,Ca2+,Cl-,SO42-,HCO3-,NO3-,F-
,,8.99,26.94,495.19,256.28,10.02,54.52,19.70,29.85,6.21,18.52,135.36,61.69,0.70
,,7.28,27.45,671.29,254.11,8.45,77.56,55.81,29.40,9.63,14.23,66.71,60.04,8.21
,,9.07,28.83,333.54,200.12,9.95,20.80,29.00,7.79,9.65,39.86,374.05,69.84,18.88
,,7.00,29.92,773.98,360.46,8.58,60.08,8.83,13.83,3.04,4.13,257.75,20.12,11.53
,,7.31,28.73,548.59,203.63,1.11,74.98,6.54,40.66,9.13,35.54,329.91,40.87,12.28
,,8.82,26.05,358.88,403.87,2.56,33.22,39.86,14.40,9.67,9.97,332.10,56.84,16.02
,,6.99,27.55,476.01,220.11,9.34,35.61,38.76,37.88,6.48,26.12,131.81,72.85,16.03
,,8.41,28.38,548.95,297.01,0.42,28.10,26.82,22.27,7.65,20.45,175.92,91.77,8.77
,,9.42,29.09,543.54,341.74,9.38,78.89,56.50,37.68,5.92,29.47,284.39,66.59,1.12
,,9.13,28.04,271.91,346.99,10.39,10.93,57.26,10.07,14.63,6.60,229.89,21.32,18.45
,,7.91,29.62,344.62,243.31,10.53,81.17,8.96,36.42,3.36,26.88,205.73,29.09,12.82
,,8.85,26.28,348.66,359.22,11.27,98.36,10.62,41.66,11.48,12.86,219.77,27.06,1.55
,,9.54,28.29,555.53,221.38,4.65,13.05,50.76,15.13,7.60,2.69,81.02,26.16,4.24
,,9.37,26.80,704.48,225.76,0.55,24.76,59.36,35.96,6.57,19.54,265.05,64.36,9.39
,,9.48,29.35,636.22,228.95,4.73,102.72,37.89,2.41,3.75,37.01,162.77,66.31,5.62
,,7.92,29.02,485.95,235.36,4.88,82.86,1.36,34.76,12.11,19.48,160.61,24.29,16.48
,,6.47,29.42,329.02,370.75,1.64,89.54,4.60,20.31,10.38,12.98,397.42,21.06,9.02
,,6.52,29.33,503.38,378.46,4.18,12.25,30.51,40.91,7.31,9.89,118.13,5.53,4.03
,,8.22,27.03,476.69,248.78,3.14,65.58,16.91,18.35,10.69,5.61,242.62,24.37,4.30
,,9.33,29.24,719.83,249.14,7.09,21.16,62.41,40.91,4.83,31.05,330.13,57.98,1.05
,,6.73,29.17,613.05,274.33,10.79,118.57,25.68,31.34,4.65,30.16,154.81,90.66,3.54
,,7.83,26.99,349.92,239.90,2.29,67.15,17.50,39.75,10.86,24.60,310.52,71.91,3.14
,,7.06,25.54,339.64,198.70,1.96,11.85,45.62,0.48,10.11,19.46,112.46,91.96,16.29
,,8.64,30.03,646.47,238.52,7.35,23.54,10.91,15.56,8.74,25.85,137.78,68.29,1.37
,,6.66,29.84,381.14,285.24,6.77,41.72,15.33,4.23,7.27,26.21,392.08,74.19,7.74
,,7.39,28.18,367.13,198.36,6.58,69.47,49.91,16.26,1.77,7.12,303.40,69.99,9.93
,,9.07,27.83,663.43,187.68,3.30,71.23,49.30,23.42,13.90,9.74,363.51,15.46,19.04
,,7.83,28.27,420.74,293.24,11.04,19.15,46.86,2.46,11.42,15.06,235.31,79.06,8.39
,,7.86,26.92,326.01,335.65,8.98,40.37,24.88,25.46,7.13,4.02,178.30,56.93,4.75
,,8.22,26.97,644.01,326.09,8.35,20.62,56.11,20.23,6.05,14.96,251.28,44.37,17.32
,,8.36,26.80,511.01,216.03,4.37,108.88,5.71,32.34,12.07,35.73,58.97,61.07,6.66
,,6.72,27.58,346.62,264.22,10.83,88.01,12.60,14.81,10.94,32.86,94.56,92.40,5.45
,,8.29,28.84,316.84,215.34,9.11,55.35,3.77,29.72,12.01,25.79,194.83,32.27,14.43
,,9.10,29.43,400.73,329.59,1.91,12.81,37.20,36.55,10.23,26.21,99.62,77.38,17.62
,,7.56,27.79,620.49,383.88,2.66,92.91,28.69,1.66,0.81,36.82,347.64,24.82,15.90
,,6.91,28.13,668.64,334.45,5.37,73.90,15.00,21.38,1.57,33.61,374.18,84.96,3.66
,,9.09,29.03,757.54,299.01,10.45,83.93,53.79,31.30,0.57,34.54,164.56,24.49,11.25
,,7.26,25.32,725.46,203.35,4.65,99.23,27.86,7.80,2.03,42.02,366.21,88.81,2.64
,,8.43,28.82,513.50,282.63,6.81,109.87,33.79,3.48,13.78,21.98,195.89,35.77,11.47
,,9.42,27.32,612.20,338.80,2.87,58.06,34.98,36.37,9.91,2.17,367.18,69.06,10.28
,,7.93,28.52,308.63,403.22,6.56,71.52,40.77,18.14,9.59,16.60,289.41,53.20,0.80
,,7.21,25.89,427.43,330.32,10.25,33.92,28.48,2.41,10.97,3.48,105.89,11.86,14.03
,,8.77,26.66,622.83,188.79,5.46,114.07,15.27,37.83,7.41,29.82,259.86,59.93,12.23
,,8.99,28.95,343.55,367.35,6.76,82.09,30.70,39.90,9.12,30.99,229.06,34.67,12.69
,,8.99,27.74,604.81,323.06,2.03,69.61,39.13,11.12,6.95,39.81,279.33,90.32,14.63
,,8.82,26.17,527.43,208.40,7.81,23.05,36.96,9.24,2.61,40.36,345.06,79.62,19.11
,,7.86,29.71,779.97,398.25,8.60,85.52,62.59,34.25,11.88,41.06,349.58,37.36,3.47
,,7.98,25.73,661.25,356.99,9.45,56.49,44.95,22.21,9.05,5.37,234.45,24.20,12.30
,,6.46,25.49,495.61,234.17,2.23,19.14,65.17,27.53,9.36,39.05,174.37,65.24,9.61
,,7.35,27.93,330.92,348.71,6.79,90.48,2.66,41.99,5.22,37.52,403.47,57.77,16.56
,,6.83,25.46,282.20,331.44,0.25,98.47,67.77,7.81,9.09,21.65,131.17,49.89,13.10
,,9.19,26.74,352.66,297.04,2.68,12.05,29.71,34.78,5.99,24.78,261.97,65.86,17.06
,,6.48,27.88,520.08,325.27,1.37,100.81,61.88,7.80,4.63,16.72,324.27,75.62,17.98
,,7.51,29.80,719.43,202.95,6.80,20.45,45.05,25.37,3.67,18.56,401.56,52.49,9.90
,,6.85,28.46,325.39,206.22,3.75,50.30,45.42,5.50,7.53,9.44,345.49,85.88,2.72
,,9.14,29.98,647.86,212.74,10.01,60.27,34.61,1.27,11.03,29.41,296.55,71.39,17.81
,,9.01,25.42,720.15,190.78,10.64,98.84,47.92,38.60,2.72,25.93,279.49,33.99,15.85
,,7.51,26.86,548.23,342.93,6.91,63.51,63.18,22.96,5.56,40.28,181.63,76.99,2.42
,,8.07,26.85,785.46,266.62,2.96,50.73,27.75,40.84,1.77,27.47,374.24,11.40,2.62
,,8.07,26.29,742.79,310.21,9.40,64.81,18.19,37.76,9.29,17.86,397.17,35.38,7.76
,,9.13,27.48,666.81,217.59,3.30,65.95,42.77,9.14,11.74,19.38,348.07,46.26,17.54
,,6.85,28.89,770.01,304.91,10.98,54.39,37.84,33.72,4.29,13.53,79.45,90.31,18.25
,,7.20,26.91,352.66,277.28,9.08,95.90,66.06,21.19,8.02,40.98,60.74,22.11,9.04
,,6.77,28.45,547.02,397.26,3.96,61.33,25.81,16.29,7.34,11.01,326.37,27.44,7.52
,,6.50,26.48,405.98,233.31,7.92,13.22,52.95,1.49,6.89,12.95,197.88,67.81,0.58
,,7.72,27.99,525.09,229.67,8.25,66.06,2.63,22.72,10.44,15.50,264.13,77.79,0.61
,,8.51,28.38,429.82,376.65,8.60,8.97,65.74,13.66,4.36,39.49,235.77,3.68,19.23
,,7.42,29.17,795.48,268.06,10.08,89.11,34.09,1.37,4.43,17.56,119.46,5.06,1.12
,,8.70,29.46,367.49,290.92,8.98,28.48,15.13,38.69,11.67,13.37,250.53,88.22,2.50
,,9.47,25.54,674.29,357.76,6.16,59.22,16.43,1.42,8.52,35.25,399.33,89.66,16.60
,,8.86,28.73,494.88,230.89,3.57,15.05,5.49,27.44,3.60,22.59,368.84,19.29,3.59
,,8.12,28.82,526.69,262.78,7.27,51.22,40.11,1.12,11.82,14.93,190.41,86.42,15.84
,,9.46,28.36,445.42,250.29,8.20,54.53,47.96,12.01,6.52,39.60,253.00,14.76,6.34
,,7.60,28.98,331.85,387.48,1.26,48.35,24.94,24.00,14.56,4.53,364.67,47.29,8.82
,,9.05,29.75,301.40,298.21,10.07,102.30,63.65,27.93,3.18,35.80,219.00,71.48,6.63
,,8.01,27.40,367.96,243.04,10.25,105.20,3.87,23.17,4.94,14.92,317.68,64.89,2.34
,,8.91,27.58,386.36,254.98,5.42,13.73,13.92,32.85,9.40,28.42,178.36,48.70,19.24
,,8.19,28.25,429.22,247.33,0.24,21.65,55.38,30.85,14.54,24.12,261.09,28.23,6.45
,,8.97,29.10,445.43,254.22,6.46,34.77,4.24,35.40,11.67,17.62,171.39,91.75,3.39
,,6.85,26.33,425.82,387.44,6.38,49.87,49.96,40.85,13.93,26.72,199.95,23.72,12.47
,,8.26,29.99,392.07,330.59,8.08,59.21,2.83,18.72,7.16,2.37,82.41,76.78,15.63
,,6.86,28.23,471.81,354.47,5.29,54.71,46.23,31.22,6.92,13.12,207.75,54.19,12.21
,,8.61,29.83,773.21,312.07,4.98,100.62,28.78,21.71,13.34,28.04,246.02,89.93,9.28
,,8.22,27.66,604.19,204.75,9.03,96.92,41.62,38.66,7.42,17.52,250.58,24.02,9.39
,,9.24,25.28,782.31,353.27,8.70,43.82,37.91,1.73,14.35,32.16,252.57,75.39,8.99
,,9.26,26.13,287.88,290.48,6.83,32.70,67.93,13.54,3.22,29.95,291.83,34.60,3.27
,,7.94,29.89,343.11,380.08,4.11,27.61,44.43,19.99,9.13,39.76,345.47,57.12,0.53
,,7.52,29.12,638.93,194.82,2.90,75.71,66.60,37.77,4.35,37.45,110.59,25.12,16.98
,,9.27,28.82,471.69,199.99,3.03,98.29,13.39,41.88,12.24,16.88,164.49,9.15,3.19
,,6.45,29.99,795.48,369.16,10.78,80.53,63.91,22.66,9.57,2.66,352.11,79.44,4.13
,,9.35,27.92,641.75,206.82,6.40,43.20,48.06,0.22,4.42,39.54,190.44,60.47,11.09
,,7.28,29.38,504.03,403.15,4.50,73.66,30.52,4.12,12.86,21.92,215.14,38.93,10.34
,,8.48,26.02,548.41,250.66,1.01,97.56,41.53,10.17,1.85,23.88,338.97,36.96,8.32
,,8.35,28.47,321.54,404.90,3.17,87.93,57.01,36.85,2.42,14.69,145.82,68.08,0.94
,,6.82,28.17,287.67,388.90,4.84,92.88,23.94,17.56,14.00,32.55,315.33,72.13,4.14
,,6.74,28.09,610.85,364.42,7.05,31.60,50.83,7.18,1.04,4.98,177.96,73.26,17.41
,,8.17,29.34,397.45,244.48,8.15,17.50,31.56,13.16,11.49,36.86,283.30,10.83,18.46
,,7.04,25.79,547.62,216.83,0.39,32.52,58.64,41.42,9.97,14.00,356.97,4.16,3.85
,,6.64,28.71,615.69,335.64,8.48,39.58,66.34,32.20,1.99,19.82,337.43,72.81,11.32
,,8.47,28.05,346.98,241.22,10.52,30.35,22.12,1.09,9.65,2.33,255.66,86.44,11.42
,,8.21,27.57,497.77,349.16,9.42,71.31,6.61,7.58,9.34,30.68,142.24,21.14,17.75
,,7.36,29.63,496.84,229.75,8.92,58.25,10.03,31.40,4.89,17.08,92.41,3.11,11.83
,,8.73,27.83,647.58,207.34,4.03,82.93,47.78,15.57,0.99,7.39,76.32,23.67,14.36
,,6.73,29.91,447.24,346.72,3.93,115.13,32.81,33.33,7.16,17.52,318.26,10.93,9.09
,,8.57,29.80,458.88,270.71,3.49,68.51,9.41,20.32,1.01,8.31,238.06,9.97,15.77
,,7.33,25.65,748.60,227.17,2.54,66.65,10.14,27.17,13.73,12.05,62.31,42.13,8.02
,,8.28,25.89,504.07,316.51,4.50,80.43,48.21,34.95,6.09,15.11,290.08,64.20,10.72
,,8.51,28.37,455.78,270.72,8.36,42.75,55.88,38.16,13.26,21.84,338.07,84.73,6.20
,,6.81,25.90,575.06,325.07,9.46,8.71,61.72,4.37,5.54,38.66,71.15,9.78,3.54
,,6.59,29.75,464.49,236.06,5.70,67.46,51.16,16.20,13.86,23.42,173.96,7.99,2.31
,,7.82,27.32,429.80,193.36,10.35,116.37,17.91,35.59,1.35,7.37,329.47,48.60,10.94
,,7.66,25.90,291.41,192.87,7.99,64.77,66.34,23.39,11.73,21.75,239.70,24.66,5.67
,,9.37,28.41,546.99,218.16,4.53,110.48,62.86,3.04,8.45,35.51,252.39,22.38,17.33
,,7.57,29.95,407.98,263.70,7.88,83.55,40.98,12.46,1.97,6.42,68.13,2.67,18.85
,,8.21,29.88,653.41,228.10,3.10,3.09,42.60,38.84,7.11,22.72,300.56,61.77,7.62
,,9.54,26.39,547.49,208.36,2.23,106.02,62.58,19.29,7.29,1.85,304.94,33.12,14.63
,,9.38,29.26,395.40,353.14,0.11,4.01,67.00,42.97,4.25,28.18,299.66,32.53,8.24
,,7.58,27.53,472.42,235.74,0.12,26.50,5.28,42.46,2.51,13.96,255.91,20.20,18.22
,,8.55,29.42,343.37,292.73,2.41,58.26,33.93,15.93,5.68,21.50,218.84,32.65,4.54
,,8.93,27.21,570.39,218.63,5.08,28.84,65.45,6.00,11.05,21.81,302.21,16.37,3.63
,,7.77,25.74,422.91,309.04,5.05,15.27,5.37,17.20,6.37,35.42,345.70,84.37,1.82
,,9.04,30.07,471.63,324.23,9.43,7.03,11.88,37.95,8.39,5.68,305.46,56.70,1.64
,,7.48,27.36,538.50,206.44,5.90,80.87,22.23,37.32,14.50,25.06,239.28,91.98,19.48
,,8.47,28.29,725.88,239.57,10.47,21.59,33.63,41.83,6.68,15.14,92.72,49.60,6.40
,,7.49,28.07,286.69,225.26,3.30,97.37,37.91,27.99,8.29,20.85,66.61,78.87,1.35
,,7.24,26.71,422.63,319.03,8.82,111.22,57.25,33.19,8.92,31.24,246.56,63.35,14.27
,,8.15,26.07,483.32,296.51,10.40,38.37,19.45,22.58,6.82,12.17,246.08,8.92,18.16
,,9.37,25.99,769.22,214.49,3.95,47.96,25.76,20.82,5.83,30.02,129.27,91.08,15.62
,,8.91,27.00,288.66,293.86,8.11,82.34,46.24,14.42,13.47,3.27,279.44,57.96,19.14
,,8.42,29.68,706.73,373.56,3.69,98.59,63.49,27.55,13.48,14.93,127.29,11.11,3.69
,,6.89,28.18,527.87,367.53,4.08,18.87,53.92,4.07,4.61,13.99,355.43,59.91,2.00
,,9.03,27.10,632.31,322.33,8.97,101.60,17.43,19.19,13.68,39.53,191.52,10.45,10.72
,,8.20,25.42,665.56,321.22,4.70,4.30,45.15,35.92,9.30,19.24,105.63,19.66,9.11
,,8.78,28.11,401.94,221.61,7.92,66.58,40.02,14.79,3.64,33.45,257.88,57.67,2.21
,,8.28,29.96,628.37,344.31,4.56,71.03,35.01,31.92,4.19,12.04,260.45,83.23,11.41
,,8.19,28.12,665.58,350.28,1.10,18.88,32.33,14.33,1.84,4.51,316.17,7.57,11.87
,,7.28,27.90,639.28,276.93,8.72,101.82,19.00,15.06,4.71,36.78,187.58,16.69,2.61
,,7.80,26.21,751.58,354.26,1.26,24.07,48.36,7.56,13.94,34.01,248.74,62.36,14.96
,,6.62,26.09,651.20,343.32,1.96,71.39,19.20,10.54,10.22,32.14,267.80,51.86,7.32
,,6.79,29.43,416.09,342.79,2.90,27.95,4.41,6.39,4.64,15.95,391.48,6.21,13.33
,,6.53,28.70,351.36,381.99,7.02,56.32,57.19,32.84,11.01,38.18,311.59,49.03,11.03
,,7.06,29.55,653.27,187.56,3.31,39.60,42.05,3.46,4.96,32.57,106.52,68.91,7.17
,,9.54,25.58,626.45,272.13,1.63,64.17,48.29,2.02,6.44,3.49,207.61,26.69,18.70
,,9.48,25.21,446.67,327.08,4.03,17.40,27.91,29.85,7.41,26.01,212.42,77.63,6.82
,,7.25,26.69,608.50,255.50,7.58,105.62,33.11,8.51,9.97,34.89,360.82,18.55,15.45
,,7.58,28.95,739.74,251.40,0.57,4.11,46.76,24.99,1.16,5.71,137.22,57.08,9.52
,,7.30,26.79,558.91,330.66,4.61,9.49,49.44,23.82,10.76,24.89,188.60,68.24,14.99
,,8.39,29.57,272.87,192.66,6.10,14.34,60.67,10.32,2.42,18.95,143.20,77.30,14.31
,,9.38,28.53,724.77,219.73,8.85,83.36,54.42,15.39,1.50,30.71,87.06,90.23,19.38
,,6.81,26.97,525.55,204.35,11.01,90.67,26.47,1.80,11.77,21.09,147.45,9.70,10.44
,,9.47,27.82,301.94,349.80,0.45,25.42,22.54,27.96,7.67,29.48,172.69,46.01,13.84
,,8.57,27.49,299.10,212.89,3.72,53.54,47.76,40.91,3.05,27.71,333.45,24.76,19.21
,,7.15,27.85,376.09,271.33,3.28,7.67,12.78,38.91,9.89,14.89,308.84,91.39,14.92
,,6.98,27.05,647.26,297.53,6.86,81.88,26.82,12.38,10.24,32.22,177.00,92.18,2.73
,,8.66,27.46,780.44,312.28,6.14,3.39,42.58,25.73,7.03,17.91,71.73,73.54,12.39
,,7.89,26.70,316.95,264.24,11.35,47.15,7.55,19.34,12.71,23.79,311.14,81.92,9.66
,,8.60,27.76,586.15,396.80,6.39,91.83,59.39,33.62,10.56,22.13,357.03,4.49,15.77
,,6.84,30.06,772.60,188.97,4.85,104.64,3.93,40.13,6.60,15.91,260.64,20.60,12.08
,,7.13,26.81,442.30,188.98,3.53,61.54,54.50,0.37,1.30,31.73,280.73,47.21,14.58
,,7.87,26.03,431.54,195.28,4.28,37.58,63.05,30.10,8.11,38.92,134.47,80.17,14.27
,,8.98,28.40,691.64,185.86,3.06,74.25,42.00,38.11,4.99,9.30,73.58,3.92,18.89
,,8.85,27.93,755.59,287.98,10.80,78.60,36.93,17.11,3.84,7.06,116.39,40.13,3.00
,,8.48,25.74,324.00,367.05,2.26,57.35,12.63,6.80,7.96,3.80,350.19,36.38,3.25
,,8.97,28.76,647.36,188.48,8.23,101.01,66.90,23.65,13.11,28.09,140.60,45.56,7.98
,,8.95,27.85,682.53,277.35,9.59,38.92,9.67,32.35,10.95,4.35,350.42,27.96,18.87
,,8.04,26.30,397.10,225.09,9.79,75.87,65.45,39.58,6.72,28.27,279.80,19.27,19.25
,,8.13,27.80,553.88,393.77,8.75,86.24,22.11,14.23,4.11,24.41,258.12,50.20,0.99
,,7.25,28.13,283.60,380.33,6.59,8.37,36.34,21.53,6.41,28.50,366.40,25.75,12.57
,,7.10,25.30,587.10,236.96,1.61,3.56,19.21,27.97,12.95,35.80,261.28,33.20,16.91
,,6.66,29.63,333.85,252.24,10.10,87.92,33.10,8.81,11.48,34.36,242.28,85.18,17.58
,,7.18,25.59,763.01,285.42,1.24,25.56,53.21,14.10,14.33,25.03,362.21,56.32,17.42
,,8.19,26.06,744.13,406.31,5.11,78.78,7.60,13.38,2.15,8.94,373.50,48.49,18.23
,,6.84,25.69,312.37,302.96,3.33,47.61,35.01,24.75,1.73,6.09,318.19,89.46,12.19
,,6.97,28.00,594.30,389.33,2.77,40.79,65.23,30.63,11.02,11.82,155.69,41.05,1.92
,,7.21,26.96,452.35,258.05,9.83,5.07,24.17,36.78,2.62,26.17,71.28,69.90,7.88
,,7.05,26.19,495.77,359.38,7.61,43.81,46.11,2.85,6.02,34.49,104.55,81.42,6.15
,,6.77,25.92,530.86,338.92,6.12,57.53,59.28,37.15,8.78,13.15,352.10,85.74,2.61
,,8.22,26.43,625.36,254.82,3.13,5.66,52.68,6.06,13.55,18.63,127.40,52.11,16.84
,,8.42,27.88,685.00,395.62,3.52,22.02,34.55,15.98,7.81,3.87,319.87,72.64,10.18
,,7.03,25.28,452.30,202.76,2.06,81.21,19.31,2.73,7.02,38.36,289.22,88.11,1.46
,,6.78,27.76,495.08,197.89,0.61,118.12,32.85,39.91,14.38,22.50,230.34,70.76,18.28
,,7.55,27.12,541.04,364.56,7.05,33.62,0.74,31.78,8.52,36.46,101.53,54.28,14.18
,,8.21,28.20,447.17,317.37,5.28,43.46,13.63,17.96,5.09,30.91,107.09,39.66,13.29
,,8.11,29.63,367.77,301.57,3.51,115.78,9.20,21.55,8.50,6.28,309.69,75.98,5.72
,,9.24,25.43,501.62,307.01,5.09,69.26,11.88,27.09,6.77,4.44,395.96,54.25,11.67
,,6.62,29.24,770.20,345.46,6.66,100.39,47.93,40.02,2.96,32.24,256.61,8.90,12.31
,,6.92,26.03,603.94,399.95,1.31,98.17,8.04,27.75,11.64,8.69,166.17,60.10,0.11
,,9.23,29.00,777.27,323.62,8.83,35.63,48.59,36.51,2.79,20.62,275.68,79.37,6.68
,,8.02,29.13,679.64,322.21,10.89,8.66,15.29,40.19,3.94,40.03,374.83,15.51,2.59
,,7.23,25.43,536.09,353.12,5.01,102.81,1.99,40.46,13.64,15.01,229.02,46.83,0.97
,,6.65,28.60,581.36,260.04,8.77,101.26,56.11,34.56,10.13,21.75,88.84,15.86,3.77
,,6.91,27.98,758.64,198.79,10.05,73.01,9.84,37.70,9.09,9.46,281.90,49.10,7.03
,,8.74,28.84,501.70,320.95,7.17,4.67,30.55,28.92,13.29,35.25,398.81,39.19,13.64
,,8.64,29.76,694.04,371.72,11.04,98.59,60.58,15.37,4.51,27.69,79.39,53.72,15.74
,,7.36,28.62,787.60,309.72,0.96,94.43,28.33,13.35,7.32,9.78,217.36,32.28,7.14
,,6.70,27.25,334.85,272.30,8.73,106.66,14.40,7.39,14.33,12.53,330.56,74.96,12.32
,,7.61,25.88,699.76,267.19,7.88,43.67,9.74,41.56,10.06,28.18,251.31,33.41,8.29
,,8.14,26.44,609.26,399.02,2.59,94.72,38.24,7.71,9.56,16.28,174.63,33.80,19.17
,,9.43,28.17,684.69,263.69,8.54,52.40,61.03,20.35,8.00,28.56,208.62,14.71,4.00
,,7.30,26.11,377.56,386.29,10.45,64.20,31.21,25.37,5.23,35.57,384.63,66.67,10.22
,,6.85,26.60,452.49,279.11,3.55,102.94,1.97,18.48,10.35,32.72,93.66,89.28,8.31
,,7.65,27.80,554.45,237.80,10.06,118.20,11.64,38.49,1.00,1.77,124.84,56.47,11.02
,,7.48,28.89,534.21,285.78,6.11,18.70,12.93,28.91,12.18,18.14,323.78,31.84,8.87
,,9.14,29.85,665.25,370.59,5.77,49.98,66.38,22.93,14.53,12.38,230.84,33.28,17.75
,,7.48,28.70,403.74,255.22,6.66,37.65,55.27,2.82,7.97,4.66,105.19,49.30,4.63
,,6.68,25.97,293.78,275.25,1.91,11.05,26.28,19.04,11.59,41.13,143.01,19.97,18.33
,,7.24,29.95,743.55,398.38,1.88,34.52,42.22,27.42,11.71,27.39,335.25,75.96,7.16
,,9.25,26.48,660.31,212.89,5.04,15.22,44.44,26.90,14.58,5.78,176.92,54.14,5.68
,,8.64,28.93,645.05,305.58,5.31,116.47,41.27,6.77,1.87,41.78,385.43,65.29,8.17
,,8.68,29.86,648.02,269.10,9.71,41.78,56.47,34.92,4.42,4.04,377.07,58.31,1.66
,,7.81,29.38,498.65,260.10,6.97,19.83,21.90,31.98,5.09,4.92,102.36,11.33,11.54
,,8.79,29.61,338.11,267.46,7.75,10.99,53.21,27.16,13.09,24.78,118.42,76.02,16.12
,,9.47,26.46,492.14,335.98,11.28,30.81,18.29,13.44,11.83,1.40,235.41,61.59,7.72
,,9.38,26.10,602.17,344.15,7.85,36.30,44.43,9.17,10.68,12.03,277.33,49.60,17.89
,,7.81,27.47,509.69,219.43,7.94,112.39,56.56,26.45,6.98,27.10,317.72,81.16,3.62
,,6.70,26.72,292.64,328.04,9.03,17.14,40.66,30.63,2.38,18.20,289.21,53.29,9.61
,,7.23,28.86,437.08,236.05,8.77,53.31,17.94,11.32,13.00,29.70,163.29,76.99,1.04
,,6.52,28.36,456.76,297.15,1.56,21.69,44.55,27.91,5.17,31.31,99.74,4.79,1.92
,,9.32,29.05,360.98,270.70,6.85,20.86,26.49,8.03,8.70,38.40,217.66,67.97,0.43
,,8.31,26.34,272.26,391.41,0.52,58.81,51.07,28.51,3.10,36.03,86.10,18.36,4.17
,,7.54,27.40,340.77,244.81,6.40,21.29,28.53,35.53,5.41,10.85,121.60,27.60,6.35
,,8.60,28.91,673.63,296.37,2.00,59.72,21.74,27.80,8.11,40.05,154.11,64.75,1.51
,,6.62,27.85,700.09,343.40,0.33,83.70,52.33,12.48,8.44,30.56,336.61,53.63,13.39
,,7.21,29.64,773.85,212.06,9.13,32.15,60.88,9.24,0.93,12.61,169.98,2.84,18.53
,,8.07,29.41,651.56,354.72,3.37,56.32,44.92,19.23,6.87,41.63,81.62,86.68,15.51
,,9.27,29.99,439.67,362.99,4.34,27.87,24.73,14.91,11.57,30.31,359.55,53.52,4.34
,,9.49,28.08,578.09,380.40,3.09,25.23,27.40,3.07,5.97,20.85,142.18,52.22,5.90
,,7.58,27.95,778.02,313.49,4.71,63.16,44.51,28.10,14.22,31.19,158.21,4.81,17.95
,,6.91,26.06,585.53,201.29,2.24,41.41,24.73,35.85,13.87,40.51,354.69,19.91,2.41
,,8.39,25.58,685.38,357.95,3.20,45.20,64.43,17.03,1.73,17.41,73.22,73.92,0.33
,,6.63,29.12,450.97,247.85,4.60,81.95,38.65,29.53,7.62,24.28,349.54,15.68,7.03
,,8.77,25.28,493.81,309.92,9.52,16.87,38.54,18.74,9.74,30.71,328.57,31.73,0.79
,,8.79,25.53,646.97,338.50,0.22,106.18,23.98,29.32,5.73,29.48,269.47,84.38,4.43
,,7.76,28.65,593.38,230.18,7.47,86.18,64.77,22.16,10.21,28.76,296.11,74.12,17.66
,,6.48,26.24,548.05,241.36,2.43,25.98,58.99,6.40,8.76,34.48,319.30,33.79,7.70
,,9.35,30.00,310.15,395.23,10.43,109.09,15.06,28.60,3.95,1.31,174.65,51.62,0.58
,,7.71,26.24,437.31,246.76,0.63,54.49,14.70,34.88,10.37,41.90,400.57,59.97,2.76
,,8.06,26.74,357.96,310.22,4.74,56.12,34.57,42.41,1.50,6.05,233.57,84.12,9.53
,,7.34,28.07,282.37,285.91,4.39,92.72,22.38,24.81,8.65,2.21,95.67,41.59,14.74
,,8.60,26.90,716.45,322.45,4.80,72.48,52.20,18.95,7.50,17.54,251.94,10.95,16.08
,,8.99,28.55,554.38,255.76,8.94,66.73,13.46,2.78,4.57,35.26,73.50,38.85,16.44
,,8.38,29.40,757.38,276.01,8.34,34.00,66.23,12.45,1.46,36.72,400.65,42.60,10.22
,,8.51,29.86,346.29,297.61,11.35,40.06,43.95,3.96,7.03,16.08,219.66,26.41,5.15
,,7.36,26.97,402.40,227.36,10.92,64.27,24.08,11.91,7.88,29.87,267.74,18.90,6.36
,,7.54,26.09,659.75,369.17,8.19,86.16,33.96,39.27,6.53,16.05,164.22,3.91,9.41
,,7.64,26.52,264.92,292.58,10.50,57.87,36.47,17.72,12.31,26.22,222.75,65.75,15.66
,,8.75,26.42,790.19,206.98,10.89,83.27,66.79,17.11,4.39,29.52,110.52,83.94,13.29
,,8.79,29.89,429.67,192.06,8.96,106.55,32.63,4.77,10.84,3.34,384.66,57.41,15.21
,,9.53,27.09,487.64,390.72,5.06,40.71,55.07,28.19,2.45,6.01,299.95,74.80,11.57
,,9.36,29.21,475.37,206.43,8.17,13.54,55.52,26.58,6.65,33.55,346.08,13.73,6.70
,,8.28,28.81,645.71,383.83,0.48,65.67,31.60,5.22,6.31,39.87,106.45,82.31,1.74
,,6.45,25.61,363.83,356.59,0.14,81.36,42.53,9.21,8.08,10.33,63.67,81.94,17.72
,,8.63,27.04,653.54,298.48,2.56,71.79,41.84,15.95,7.16,18.03,337.13,37.82,14.65
,,9.39,25.96,364.55,186.49,6.37,42.10,57.12,37.98,4.86,17.69,298.33,54.54,12.63
,,8.33,28.52,561.71,311.48,0.54,100.34,51.94,19.06,0.71,5.30,84.53,84.92,0.15
,,9.30,27.92,340.69,185.50,5.03,69.53,18.49,31.44,9.51,4.95,173.43,12.72,9.01
,,9.31,26.37,539.74,378.10,3.72,68.11,36.15,9.58,4.15,41.21,373.69,60.00,15.90
,,7.48,27.89,727.51,355.61,0.89,3.92,33.26,6.46,14.07,8.35,178.41,74.87,11.69
